refined_rfe,count
hot  water  burn,5
eye red,5
r/s shoulder pain,5
ok,5
breast tender,5
skuin,5
pain in right elbow,5
kitten bite,5
low pl,5
"sore throat,",5
hearing loss,5
r/eye squint,5
thyroid lump,5
n b,5
pain at r/breast,5
mongoose bite,5
nasal blee,5
ab dis,5
t. vers,5
neuro,5
poisoning,5
abd apin,5
plts 186,5
truma to head,5
pain in l ll,4
vomiting  not responding,4
ev1d,4
unsteady gait,4
"anorexia,vomiting",4
gastro,4
r/aj pain,4
enlarged  ln,4
vomiting  1 d,4
trauma to nasal bridge,4
wr,4
trauma to l eyebrow,4
vomiting  1d,4
stools,4
pain in r/knee,4
3rd dose,4
dry palm,4
haematamesis,4
lymph gland(s) enlarged/,4
high n,4
thalassemia,4
upper limb pains,4
plts 159,4
wild animal bite,4
pain in throat 1d,4
blood in stools,4
"dysuria, haematuria",4
measles,4
l/ kj pain,4
throat pains,4
or,4
r/eye poor vision,4
leg p.,4
lbw,4
neu,4
vs,4
r/s kj pain,4
dan,4
bowing l/leg,4
joint swelling,4
platelets nad,4
pain in knee,4
r/breast lump,4
3rd visit,4
tender breast,4
"diarrhoea,3d,",4
burning sensation,4
appetite less,4
zip entrapment,4
vomiting 10 times,4
vomitting 3times today,4
pw gain,4
allrgy,4
vomiting 3times,4
pus tonsilitis,4
"diarrhoea, 2d",4
"ugh,sob",4
enlarged  l n,4
twisting injury on rs ankle,4
"vomitng,diarrhoea,",4
pain in r / ear,4
"diarrhoea, vomiting",4
pain in l ear,4
"loose motion,vomiting",4
allery,4
battery ingestion,4
watery stool,4
abd pai,4
r/ul pain,4
pain lump,4
regugitation,4
minor trauma l/eye,4
poor vi,4
l/ ear bleeding,4
"anorexia nervosa/bulimia,",4
brittle nails,4
r/eye tearing,4
minor trauma to nose,4
vomitingh,4
hand swelling,4
loose stools low uop,4
kj pain 1m,4
blow to l/eye,4
injury to l eye,4
pr,4
su remo,4
twisting injury to rs ankle,4
ankle joint pain,4
dental pain 3d,4
loose stool x 4d,4
sp,4
dysu,4
wormrx,4
r/ inguinal lump,4
minor trauma head,4
bedwetting,4
ab d pain,4
arthralgia,4
"sensitivity test,",4
straining while passing urine,4
bl kj pain,4
ad pain,4
pain in genitalia,4
large jt pain,4
hearing red,4
eyer,4
red hearing,4
r/elbow joint injury,4
bony  lump,4
vomited 2 times,4
rti+uti,4
trauma l/eye-yesterday,4
sore thraot,4
b/l periorbital swelling,4
jt pains,4
"loose stools, v",4
"vomiting , loose stools",4
ear pain b/l,4
opugh,4
kneepain,4
upper eye lid swelling,4
run over,4
non healing wound,4
"migraine,",4
"vomiitng,",4
boe legs,4
pain in right hand,4
bli,4
sys m,4
dysmorphism,4
trauma l/eye area,4
eye lump,4
painless hematuria,4
trauma/injury nos,4
arv 2nd  dose,4
severe ear pain,4
a r v 4 th dose,4
milk vomiting,4
sun burn,4
woum,4
sut rem,4
"vomitting , diarrhea",4
trauma to lip,4
rta.,4
rahs,4
kypho,4
? impetigo,4
skuin l,4
gasrritis,4
umb hernia,4
trauma upper lip,4
"vomiting ,loose stool",4
vomitting milk,4
swe,4
r/lower leg pain,4
r5ash,4
ear ring allergy,4
ing. ln,4
dog bite yesterday,4
oedema,4
"diarrhoea,admit",4
nasal obs,4
l/kj injury,4
plts 188,4
loose motion vomiting,4
trauma to big toe,4
? anaemia,4
ls,4
swelling around eyes,4
tsh,4
4d,4
dog bite on ls ankle,4
test lis,4
bow  legs,4
dog bite on rs arm,4
loose stool x1d,4
loose stool   vomiting,4
"v , d",4
dry ski,4
"vomitng,diarrhoea",4
diarrhoea 1 d,4
paraphimosis,4
dyspepsia,4
orbital swelling,4
arv2nd,4
tounge tie,4
l/thumb injury,4
"depressive disorder,",4
poor orientation,4
ab pan,4
eye prob,4
abrasion,4
br,4
hypothyrodism,4
sole,4
dog bite on ls thigh,4
trauma to r big toe,4
trauma to head yesterday,4
on admission death,4
rt ing hernia,4
"pruritus,",4
pulled r/elbow,4
"loa,",4
sty in r eye,4
rt inguinal hernia,4
dysentry,4
leg pain 1m,4
vomiting - dehydrated,4
ear pain 1/52,4
"loose stool 1d,vomiting 1d",4
dysuria 1d,4
vomitting 5 times,4
trauma to thumb,4
better,4
ioose motion,4
suture removakl,4
staph,4
sojia,4
trauma tol eye,4
r/ inguinal hernia,4
hyper,4
trauma l/leg yesterday,4
ear pain 2/52,4
ear apin,4
stammer,4
nipple pain,4
"vomiting , diarrhoea",4
"loose stool,vomiting 2d",4
kin,4
abdo.pain,4
gas,4
l/breast lump,4
vomiting  3 times,4
abd. p. 1 week,4
vomiting 8times,4
abnormal; behavior,4
neutropenia,4
sty in l eye,4
vomiting  loose stool,4
r/big toe injury,4
lymphaditis,4
j,4
denta,4
abd. p. loose stools,4
labial adh,4
trauma  to  l  hand,4
pain in nose,4
loose stool x3d,4
va,4
"v,loose stools",4
hit over wall,4
"irregular heartbeat other,",4
leg pain 3 days,4
pain in rs leg,4
swelling penis,4
paraphymosis,4
sprain,4
pain in right upper limb,4
"vomiting,d1",4
nasal blo,4
hemiplegia,4
uti ?,4
r ta,4
large head,4
l/ eye trauma,4
investigations,4
"pneumonia,",4
hypopigmented lesion,4
plts 163,4
lump on the penis,4
trauma to l/ ear,4
trauma mouth,4
strangulation,4
l/n enl.,4
"vomiting,repeatedly",4
he,4
sports injury yesterday,4
ht murmer,4
dmd,4
tonsills,4
"vomitting,",4
ibs,4
head pain,4
legs pain,4
testes,4
r/ear wax,4
bno 4d,4
irritation,4
peri anal pain,4
low platelets,4
too,4
vbg,4
r ear,4
a r v 2 nd dose,4
hydronephrosis,4
red eyer,4
sorethroate,4
lip,4
plts 168,4
eye allergy,4
short sightedness,4
skjin l,4
ls periorbital swelling,4
heart m,4
eyr,4
plts 162,4
rs,4
sore thro,4
ht m,4
redness,4
right elbow pain,4
eye lid,4
sprained l/aj,4
hi,4
trauma r/ head,4
lump at penis,4
enlarge ly node,4
worm granuloma,4
trauma to l/eyebrow,4
abd . pain,4
"d,",4
tremor,4
trauma to both eyes,4
post op,4
dog   bite,4
v1d,4
sutured wound,4
diarhea,4
bno 4 days,4
low weight gain,4
"goitre,",4
dermitis,4
sj pain,4
blood,4
adb pain,4
"vomiting,5 times",4
"strep throat,",4
ll,4
upper lip swelling,4
vomiting 5times,4
pain in rs 1st toe,4
loose stool x 1d,4
ab paoin,4
parotid swelling 1d,4
trauma to  head,4
"loose stool 3d,",4
dermatomayositis,4
? adhd,4
lower limb bowing,4
gait problem,4
big toe,4
kj pain 1d,4
warty leision,4
testis,4
"sob,weezing",4
loose motion 3days,4
tangue tie,4
body weakness,4
sore  throat,4
abd. p. 6 months,4
? murmer,4
pain in r/thigh,4
blow legs,4
eardis,4
haemoptysis,4
breath holding,4
upper abd. p.,4
"throat pain,ear pain",4
abnd pain,4
upper,4
both kj pain,4
lump at lip,4
h/o allergy,4
burn with hot tea,4
bno 2d,4
rssh,4
lump over r/eye,4
kn,4
trauma to r/periorbital area,4
ne,4
r/ih,4
bony,4
dysuria 3d,4
sibling bht,4
pain in ls upper limb,4
mild wheeze,4
trauma to palate,4
pain in l/hand,4
pale,4
requested admission,4
b/l loin pain,4
aquint,4
plts 199-173,4
dis,4
eye p.,4
"diarrhoea,1d,vomiting,",4
snorring,4
pain in ls elbow.,4
high inr,4
"r,",4
eyes,4
diarrhoea 2d,4
squint?,4
pigmentation,4
"loosemotion,vomiting,",4
lne,4
plts 155,4
loosestool,4
agn,4
oral wound,4
loose mot,4
ear pain 1 week,4
gum injury,4
req admission,3
"nb,noisy breathing",3
vison,3
swelling under eyes,3
ab. pain 3 weeks,3
ab paqin,3
loose  st,3
swelling over the penis,3
loose motion low uop,3
trauma to teeth,3
loose motion vomiting low uop,3
b l,3
lump at lower lip,3
dyspnoea on exersion,3
r/heal pain,3
vomitting 5 times today,3
"abnormal result investigation nos,",3
bloody diarrhoea,3
bluured vision,3
b/l ankle pain,3
trauma to body,3
bow legs?,3
ex sleep,3
xray abdomen,3
lump over r nipple,3
loose stool 2 days,3
trauma l/wj,3
generalized body pain,3
arv 3 dose,3
sd,3
"vomiting,loose motions",3
"vomiting,4d",3
l/ear trauma,3
b/l lower limb pain,3
supplementary  report,3
loose stools and vomiting,3
blood stained sputum,3
hematuria,3
throat p,3
abdp,3
dd,3
aq,3
loose stools 3 d,3
parotid,3
vomiting 3 days,3
bleeding  pr,3
arv  3 rd dose,3
dog bite on ls knee,3
pastule,3
eating odds,3
postmortem report,3
poor orentation on studies,3
"bd.pain,vomiting",3
photo,3
lm and vomiting,3
ee,3
plts 173,3
kinl,3
dysurea 1 d,3
nor,3
pain in ls lower limb,3
mild all,3
r ankle pain,3
arv2nd  dose,3
w r,3
r/kj wound,3
tinea versi,3
abd distension 3d,3
tinnitus,3
arm p.,3
noisy breathig,3
uop less,3
trauma to r/eye brow,3
"loose motion, uop ok",3
mediastinal mass,3
rp esr,3
"vomiting,diarrhoea,today",3
trauma l/head,3
rta-12.45pm,3
"abd p, not tender",3
trauma  to r/eye,3
loose stools d1,3
vomiting x 5 times,3
vomiting 8 times,3
du,3
wound r/s kj,3
r/ej swelling,3
l/ankle joint injury,3
l/aj pain,3
"l/ear pain,",3
alleergy,3
lump over penis,3
vom 7t,3
l eye injury,3
right ear bleeding,3
vomiting low uop,3
pain in rs 5th toe,3
l/eye tearing,3
trauma r/ll,3
ln small,3
pain in breast,3
passing worms,3
loose stools 2 d,3
stai,3
loosestools,3
para,3
redness in r eye,3
lump over l ear,3
"haemoptysis,",3
hard wax,3
hb 9.7,3
haematemesis,3
squent,3
wound over penis,3
injury r/eye,3
21,3
nausia,3
learning problem?,3
poor uop,3
32,3
ha,3
joint pain 1m,3
poor wt  gain,3
dehydration,3
dysuruia,3
??? murmur,3
h/o  trauma,3
rass,3
abn  beh,3
joints pain,3
"vomiting,3times",3
"loose stool,vomiting",3
"diarrhoea,1/52",3
diarrhea vomiting,3
lump at l/ear,3
pain r/breast,3
squirral bite,3
hypospadiasis,3
abs pain,3
"v, epi pain",3
lump behind r/ear,3
hot waterburn,3
abdominal trauma,3
photo derma,3
?mumps,3
ly. node,3
"vomitting , abd p",3
r-ent,3
single kidney,3
r/ eye trauma,3
pain in gums,3
plts 195,3
burn with hot oil,3
arv 2 nd,3
trauma to r kj,3
sp delay,3
photodermatitis,3
diarrhoea 1d,3
dog bite on ls arm,3
twisting injury on ls ankle,3
pain in hand,3
tenea versi,3
ab. pain 1 mnth,3
r eye,3
plts 150,3
pain and swelling,3
23,3
diarrhoea 5d,3
ab . pain,3
taruma to head,3
prepusal swelling,3
vomiting and diarrhoea,3
pain in ls thigh,3
blow to r/eye,3
trauma r/thumb,3
b/l eye pain,3
l/eye injury,3
supplemetary report,3
head pains,3
loose stools d3,3
pain legs,3
gasrtitis,3
partial ptosis l/s,3
urinary symtoms 1 weeks - was on  ab,3
?seizure,3
stamer,3
? seizure,3
pustiules,3
"throat pain,nb",3
trauma  to  l  leg,3
tmj pain,3
vertigo 2 weeks,3
arv 3rd sose,3
ey,3
ix nad,3
wt problem,3
plas,3
lower abd pa,3
pain on r k/j severe pain,3
"vomiting,diarroea",3
wond,3
abdo,3
arv 3rd visit,3
bl ing hernia,3
wound b/l lower limb,3
naphthalene poisoning,3
pain in r/arm,3
brest pain 1w,3
ln l/s,3
loose s,3
ankle oedema,3
trauma to l thigh,3
l/hand swelling,3
pain in r/ ll,3
l ing hernia,3
ab pa,3
vomitting 4 times today,3
b/l lower leg pain,3
lymp,3
blist,3
? hypothyroidism,3
"vomiting,2",3
trauma to right thigh,3
warty,3
bmi less,3
abd d,3
?murmur,3
l/ side inguinal hernia01805794706,3
arv 2n d dose,3
drooling,3
r/ear lump,3
oprth,3
rasssh,3
trauma r head,3
plast,3
pain leg,3
trauma tol/ear,3
diarrhoea vomiting,3
injury to rs hand,3
vomititng,3
blured vision,3
twist injury,3
trauma to abdoman,3
dental prob,3
pull,3
heamangioma,3
small wound over the penis,3
trauma to r/heel,3
ugi symptoms,3
ottis media,3
strawberry naevus,3
"loose stool,vomiting d1",3
to,3
..,3
pitryasis,3
patient missing,3
red  eye,3
l lower leg pain,3
"poor vision , squint",3
sweating,3
irregular periods,3
trauma to right eye brow,3
nausea and vomiting,3
minor trauma to l/hand,3
ball hit,3
multiple joint p.,3
low bmi,3
ap pain,3
uri,3
trauma l/kj-yesterday,3
ra,3
l parotid gland enlargement,3
height,3
epistasis,3
poor hair growth,3
leg pain 1 mon,3
pitriasis,3
?wart,3
lump at right inguinal region,3
l/inguinal hernia,3
trauma to l/eye-yesterday,3
kj p.,3
trauma  to  r  leg,3
"diarrhoea, 3d",3
plts 158,3
dark stool,3
skiin,3
pain in r/hand,3
pit.ver,3
abd. p. 3 months,3
requested,3
wound at legs,3
b. asthma,3
loose motion and nausea,3
delay in walking,3
"diarrhoea,2d,vomiting,",3
rt kj,3
right ankle sprain,3
tip toe walking,3
_3sd,3
loose stool x 2/52,3
dress,3
gasrtritis,3
vomitting 10 times today,3
trauma to r /eye,3
toung,3
tons,3
trauma to l aj,3
rasn,3
dyd,3
hearing assesment,3
bloody stools,3
bitten by a kitten,3
stamerring,3
alo,3
post auri ln,3
lump in anus,3
vomiting 3d,3
exam purpose,3
trauma to spine,3
agressive behavior,3
gun shot injury,3
s t,3
l/ red eye,3
redused urine,3
aid,3
wheezinh,3
sweling,3
bno 2 days,3
hyperpigmented area,3
"diarrhoea,,vomiting",3
l ll pain,3
dog bite.,3
pit,3
raassh,3
hoarseness,3
dentakl,3
l/ inguinal hernia,3
pr x ray,3
aqbd pain,3
r-26,3
"loose stools,vomiting,",3
trauma to l head,3
"vomitting, abd p",3
"diarrhoea, admit",3
abd. p. 3 weeks,3
polyp,3
blow over head,3
poor studies,3
vision assesment,3
tooth problems,3
r /ear pain,3
leg pain 3d,3
hypertension,3
orht,3
heart burn,3
blleding pr,3
broken pop,3
runover injury,3
diarrhoe,3
pa,3
redness over anus,3
pat,3
pain in limbs,3
pharyngitis,3
trauma  to head,3
l/aj sprain,3
admitted,3
r/thalepes,3
r/elbow pain,3
rta-1pm,3
tonge tie,3
dieuria,3
abn movements,3
vomiting    loose stool,3
toothpain,3
ob,3
loose motion vomi abd. p.,3
nail ingestion,3
vomiting  5 times,3
al,3
na,3
histology,3
pain in ears,3
ever5d,3
"v, d",3
nasal d,3
trauma to l inguinal area,3
red eye l,3
age 1d,3
bb,3
kj pain 6 months,3
minor injury to r/eye,3
nasal drop,3
bow leg l/s,3
severe leg pain,3
tearing both eyes,3
vomiting x 6times,3
unable to walk,3
rn,3
nasal dis,3
large tonsils,3
rt ear bleeding,3
abd apain,3
abd. p. 4d,3
lump at l/inguinal region,3
multiple joint pain 2m,3
trauma  to right eye,3
throt pain,3
arv 4thdose,3
pain in kj,3
trauma r/toes,3
throat pain 2 d,3
allegery,3
inguinal pain,3
earlobe,3
r elbow pain,3
dys urea,3
oral ul,3
vomiting 3 d,3
vomitting 10 times,3
vaginal dx,3
loos motion,3
pain in rs thigh,3
ing her,3
amputation,3
trauma l hand,3
sweat ras,3
post pop,3
rat,3
?kerion,3
rti/ba,3
trauma to l/head,3
hot water  burn,3
loos stools 1d,3
? pilonidal sinus,3
heamturia,3
ab distention,3
no weight gain,3
r-vp,3
rta-8pm,3
entr,3
plts 153,3
aqb pain,3
vomioting,3
pain in r ll,3
boeing legs,3
p0hymosis,3
right knee pain,3
proteinuria,3
throat pain 1 month,3
rt kj pain,3
loose motion 5days,3
l/lymphaadenitis,3
gsstritis,3
"red eye,1d",3
"drowning,",3
skibn l,3
as pain,3
impethigo,3
"diarrhoea,vomiting 3d",3
hairloss,3
? low hb,3
red eye r/s,3
hot oil burns,3
vom 5t,3
eash,3
loose motion watery,3
eee,3
abd pan,3
"vomiting,+++",3
low platelet,3
sibling phn,3
l kj swelling,3
gast,3
it,3
nut,3
vomiting 4t,3
r/ankle injury,3
vomitting 2 times,3
"diarrhoea,nausea",3
suint,3
inadequate wt gain,3
trauma to groin,3
vom3t,3
"vomiting ,diarrhoea,",3
menorhagia,3
trauma to r eye lid,3
loose motion 2 d,3
rsh1/12,3
lump-,3
rv reports,3
ear tags,3
redused uop,3
atv 3rd dose,3
toe swelling,3
abd opain,3
plts 164,3
delayed mile stone,3
razsh,3
loose stools 4 d,3
leg pain 4d,3
ed,3
"vomiting, lm",3
loose stools  vomiting,3
poor weigt gain,3
lump in lip,3
abd. p. 3d,3
noisy breath,3
dandr,3
trauma l/ kj,3
loose sttol,3
r eye redness,3
arv 3 rd,3
wheerzing,3
p hearing,3
haem,3
ear pain r,3
anae,3
thumb,3
joit pain,3
ganglioma,3
"loose motion,",3
ew,3
pytriasis,3
"vomiting,admit",3
tonsillar enlargement,3
l/3 rd toe wound,3
eye stie,3
trauma genitalia,3
whezzing,3
dysurea 3d,3
r/ leg pain,3
poor stream,3
hand sweating,3
red eyue,3
trauma to r/4th toe,3
lose stools,3
mul joint pain,3
hg,3
vomitting 2,3
34,3
trauma to l/ ul,3
looose motion,3
trauma to l/s eye,3
hj pain,3
dairrhoea,3
dog bite on rs wrist,3
loose stool and vomitting,3
b/l knee jt pain,3
"epi pain, regurgitations",3
trauma r/big toe,3
low wt gain,3
nail brittle,3
twisted r/ankle,3
"v, loose stools",3
poor h,3
burning eyes,3
r/heel pain,3
right kj pain,3
vomitting3times,3
eye disharge,3
r/s knee jt pain,3
wound at hand,3
trauma to r /hand,3
ll n enlargement,3
trauma to perineum,3
ear lobe lump,3
v loose stools,3
poor memorry,3
"ever,vomiting,",3
ex tearing,3
abd. behaviour,3
vomiting 5 days,3
l/ loin pain,3
"diarrhoea,vomiting,3d",3
plts 166,3
tenea in,3
b/l knee pain,3
mental disorder,3
dod bite,3
tender lump,3
trauma to lower abdomen,3
trauma to r/2nd toe,3
"rn,",3
trauma to right big toe,3
inguinal  ln,3
broken tooth,3
delayed motor mile stones,3
os asd,3
l eye pain,3
reash,3
me,3
trauma to r elbow jt,3
loose motion 2d,3
plts 122,3
rt ear d,3
rh,3
redness in eyes,3
h/o dog bite,3
req ad,3
pain in r/ul,3
aggressive behavior,3
plts-161,3
nutri,3
r /knee pain,3
burn to hot water,3
abd. p. 5d,3
p. versi,3
vomiting d2,3
trauma to l/upper limb,3
ww,3
lymphaadenitis,3
blunt trauma to l/hand,3
nasal wound,3
limbing,3
axillary ln,3
"loose stool, vomitting",3
pimple,3
pain behind ear,3
ddh,3
dev. delay,3
right inguinal hernia,3
tt,3
blow to r/ear,3
nutr,3
"loose stool,vomiting today",3
r/ankle joint injury,3
rv sos,3
loose motio,3
abnormal movements,3
pain in rs knee.,3
poor haering,3
trauma to r eye brow,3
eara pain,3
trauma by a stone,3
"trauma/injuries,",3
palor,3
dental-r,3
r/wj pain,3
"v,nausea,",3
ls thigh pain,3
protein urea,3
eardisharge,3
ng tube insertion,3
enlarged l n,3
"weezing,sob",3
early ab,3
diziness,3
orto,3
arv nd dose,3
epigastri pain,3
behavioural problem,3
r/s inguinal hernia,3
"vomiting, loose motion low uop",3
nasal bleed,3
growth,3
diar,3
had nasal bleeding,3
sprained r ankle,3
enl ln,3
er1d,3
dysmenorrhoea,3
rp,3
vvomiting,3
trauma to r 5th toe,3
pain in r/ear 1d,3
beh,3
aggressive behavioure,3
trauma l/ shoulder area,3
pre op,3
bone,3
dermatits,3
right ear p,3
wworm,3
pain in r/ ear 2d,3
trauma to loin,3
swelling and pain in the penis,3
behavior,3
"diarrhoea, 5d",3
l/kj swelling,3
abd lump,3
heda,3
loose stool 2w,3
ln enlarged,3
high tsh level,3
um granuloma,3
dv,3
trauma tor hand,3
imp.,3
testing,3
painless haematuria,3
blood stained vomiting,3
sore throart,3
allergi rhinitis,3
lloose motion,3
l/eye stye,3
throat injury,3
trauma to r/thigh,3
periorbital oedeama,3
paratitis,3
red uop,3
lump at inguinal area,3
eye ds,3
eye stay,3
trauma to the r eye,3
lump at l/groin,3
hy,3
l/earpain,3
trauma right lower limb,3
lump penis,3
severe rti,3
v.d,3
vs-r,3
lump in the lower lip,3
b/l red eyes,3
um,3
lethargy,3
dysuria 1w,3
"body pain,",3
supplementry,3
swealing l eye,3
haemophilia,3
trauma to perineal area,3
salivation,3
"vomiting,anorexia",3
abs,3
ev 1d,3
l/ eye pain,3
abd. p. vomi loose motion,3
kj pain 1 month,3
inguinal swelling,2
ear lobe pain,2
assault head injury,2
pain l/breast,2
soreb throat,2
abn jerky movements,2
phumosis,2
r/hip joint pain,2
trauma to l/sole,2
abn posture,2
trauma to hands,2
aggresive beheviour,2
haemetemesis,2
redv eye,2
loose stool 6d,2
l/bow legs,2
trauma  to l/eye,2
abdomial pain,2
diplopia,2
peri anal tag 3m,2
loose stools 4 times,2
loose stool 1,2
tootghy,2
dir vom,2
vomitting 2times today,2
hot water burn yesterday,2
menstruation,2
"vomiting ,loose stool 1d",2
tosilitis,2
bno 2 d,2
trauma to r/eyebrow,2
body,2
groaning,2
v0miting,2
vomitoing,2
pull elbow ?,2
stools iss,2
pain in l/upper limb,2
ht murmur+,2
r heel pain,2
heamaturea,2
trauma to right hand 2 days ago,2
vom iting,2
ab paim,2
tonsilitis long standing,2
"altered b owl habits,8 months",2
joint pain  1/12,2
"loav,",2
v diarrhoea 1,2
? drug allergy,2
vomiting      loose stool,2
b pr,2
? mumps,2
l/s ll pain inguianal ln l/s,2
trauma l/ big toe,2
parulent dx,2
milld tr,2
hb 7.5,2
behaviour problems,2
skn rsh,2
01803649662,2
"vomiting,diarrohea",2
penile wound,2
trauma l/ eye-8pm,2
"lm, v x 3d",2
extra digit,2
"v,lm",2
squrral bite,2
"vomiting, admit sos",2
ab d,2
bno 5d,2
bloody diarrhea,2
rv 10pm,2
n p,2
r ear pain 1 d,2
pain eye,2
small inguinal ln,2
phymoosis,2
blow to nose,2
drowning,2
loose stools vomi,2
pityriasis ver.,2
putuls,2
"breast dis in pregn/puerperium other,",2
sudden severe l/ thigh pain,2
pulmonary tb,2
ear pain1d,2
diaroea,2
"vomiting,,",2
? gord,2
worm x,2
pain in r elbow,2
sqiunt ?,2
r eye pain and redness,2
low haemoglobin,2
sore throat and phlegm,2
walkingdisorder,2
viginal dx,2
b/l leg swelling,2
w rx,2
loose motion 2 times,2
wound  dressing,2
trauma to nose yesterday,2
"h,sob",2
arv 3rd given,2
r/s red eye,2
"v,wart",2
throat pain 1 d,2
r/s ll pain,2
as opd,2
l/ kj wound,2
wound rs ll,2
shaulder pain,2
bow legs r>l,2
r 3d,2
? trauma to right elbow,2
thy,2
b/l ll swelling,2
intersusseption,2
trauma to both ll,2
jt,2
ln 3d,2
apetite,2
baw  legs,2
abdominl pain,2
mul ln,2
"joint pain,1/12",2
plts-191,2
"had vomiting,diarrhoea,",2
"kj pain,",2
heada,2
loose motion 5 days,2
abnormal  gait,2
pain at l/shoulder,2
tender lymph node,2
01803834876,2
bowing  legs,2
ing ln enlarg,2
penile trauma,2
l/kj pain and swelling,2
l/ankle sprain,2
loosing hair,2
groin ln,2
lm  watery,2
"vomitting, uop ok",2
loose motion 3 d,2
pain in both ll,2
high bp,2
bno 2days,2
squnint,2
trauma to right  elbow,2
h/o anaemia,2
heart murmmer,2
loose stools 3 times,2
ear wax?,2
pain in wrist,2
raesh,2
right eye trauma,2
"red eye,2d",2
bl pr,2
kj pain.,2
nasal breathing,2
ht ds,2
s  removal,2
era,2
dental pain 2d,2
? dysuria,2
nasal pain,2
vomitting 3,2
dysuria 4d,2
rsh-1/12,2
"vomiting, diarrhoea 1 d",2
haet r,2
l eye redness,2
